full_text,sentimen,detokenize_text
perbulan 150rb kekumpul pertahun 1.8jt itumahhhh udh kaya tabungan gua sebulan buat rumah Gausah sok ngide anjg lo cmn butuh duit buat lanjut bkin IKN sok2an bikin kebijakan najisss Info negara mana yg visanya gampang,Negatif,kumpul itumahhhh kaya tabung rumah gausah sok ngide anjing butuh duit bkin ikn sok bikin bijak najisss info negara visa gampang
disuruh nabung padahal mah diputer aja duitnya buat bikin IKN sama makan bergizi gratis,Negatif,suruh nabung mah puter duit bikin ikn makan gizi gratis
lagian kok bisaaa rotate crane nya sampe ke jalur MRT????? lebih heran lagi pusat pemerintahan mau pindah ikn ngapain ke bikin gedung ?????,Negatif,bisaaa rotate crane nya jalur heran pusat perintah pindah ikn ngapain bikin gedung
@Puthutea BILANG AJA KALIAN BUTUH DANA SEGAR UNTUK MENYOKONG PROYEK IKN KALIAN ITU KAN??,Negatif,bilang butuh dana segar sokong proyek ikn
Iya butuh. Buat bangun IKN. ‍,Negatif,iya butuh bangun ikn
@cosmo_nauts @Ombahku @kumparan @jokowi @gibran_tweet Bangun IKN itu pake APEbe'en emangnye bangun pos ronda pake APEaje. Mangkenye gak bs asal comot ada pertanggungjwbnnye. Ade ade aje netizen konohe xixixi! https://t.co/kgJl7WcHau,Negatif,bangun ikn pake apebe emangnye bangun pos ronda pake apeaje mangkenye comot pertanggungjwbnnye ade ade aje netizen konohe xixixi
@yonobubut70 @JinNonik jd yg salah itu yg ngusulin atau yg menetapkannya jd peraturan? sdh ditolak o/ wapres budiono jaman sby koq knp skrg mau diberlakukan? tujuannya apa? keuntungan u/ rakyat apa?mekanismenya gmn? u/ bayar ikn kah? itu tanah wowo kan mu,Negatif,salah ngusulin atur tolak wapres budiono jaman sby koq laku tuju untung rakyat mekanisme gmn bayar ikn tanah wowo
Pembangunan IKN itu ada audit nya gak ya Biaya IN OUT itu dari mana aja dan untuk apa aja ....,Negatif,bangun ikn audit nya biaya out
@tanyarlfes Lah? Buat antek2 pemerintah??? Km gak lihat semegah apa rumah di ikn itu??,Negatif,antek perintah lihat megah rumah ikn
@CNNIndonesia Td nya mau cari tambahan dana buat ikn nya dri mahasiswa tpi ga jadi mkanya dia alihin hal ini ke rakyat.. 3% dari gaji jenius kau jok brp duit itu trkmpul hya dlm sebulan klo tapera ini gol..,Negatif,nya cari dana ikn nya mahasiswa tpi mkanya alihin rakyat gaji jenius kau jok duit trkmpul hya tapera gol
@msaid_didu Wah..berarti jadi dong jual aset tanah dan bangunan milik Negara yg saat ini jadi kantor2 Kementrian aset dijual murah ke Taipan dan Jakarta akan disulap jadi pusat bisnis ala Shenzen. Gibran yg teken si Kaesang yg ngawal prosesnya. Hasil jual,Negatif,arti jual aset tanah bangun milik negara kantor tri aset jual murah taipan jakarta sulap pusat bisnis ala shenzen gibran teken kaesang ngawal proses hasil jual
Kalau mau viralin hakim2 pungli polisi korup dan para pemeras dari PELAYANAN PUBLIK IKN PENAJAM bisa gak y dg tag akun @KPK_RI @officialMKRI suara kami didengar?,Negatif,viralin hakim pungli polisi korup peras layan publik ikn najam tag akun suara dengar
@Puthutea Dana haji aja di korupsi mau urusin uang rakyat klo duitnya ngga ada buat bangun ikn ngga usah maksain lah,Negatif,dana haji korupsi urusin uang rakyat duit bangun ikn maksain
@democrazymedia Justru Tapera itu cara mudah rezim untuk kumpulkan dana untuk IKN !,Negatif,tapera mudah rezim kumpul dana ikn
@Naver13 @detikcom Tiba2 muncul IKN naskah akademiknya aja ga jelas. UUnya aja dibuat kilat. Batas wilayah dan kepemilikan lahan banyak sengketa. Tercengang dah!,Negatif,muncul ikn naskah akademik uunya kilat batas wilayah milik lahan sengketa cengang
Cooookkkk gatel. Seng karep bangun ikn sopo cokkk sak negoro seng kon bayar,Negatif,cooookkkk gatel seng karep bangun ikn sopo cokkk sak negoro seng kon bayar
@tanyakanrl Untuk ikn dan ke ikn,Negatif,ikn ikn
@tanyakanrl Untuk bangun rumah menteri di IKN,Negatif,bangun rumah menteri ikn
Pembangunan IKN adalah langkah besar menuju transformasi Indonesia. Dukungan kita akan mewujudkan impian tersebut ALL EYES ON RAFAH Ginting Nabila Kaesang TikTok https://t.co/SFe04RIytO,Positif,bangun ikn langkah tuju transformasi indonesia dukung wujud impi all eyes rafah ginting nabila kaesang tiktok
IKN bukan sekadar pemindahan ibu kota tapi harapan baru bagi kemajuan bangsa. Ayo dukung pembangunan IKN untuk masa depan yang lebih cerah ALL EYES ON RAFAH Ginting Nabila Kaesang TikTok https://t.co/jz7ZFN7FK3,Positif,ikn pindah kota harap maju bangsa ayo dukung bangun ikn cerah all eyes rafah ginting nabila kaesang tiktok
@ferrykoto Makanya itu bunga 5% mah emg niat ngerampok duit kelas menengah palingan duit diputer dibeliin surat utang negara biar bisa ngutang lagi bangun IKN,Negatif,bunga mah niat ngerampok duit kelas duit puter dibeliin surat utang negara biar ngutang bangun ikn
Bicara Soal IKN SEMA UINSI Samarinda Harap Kritis Mahasiswa Terbangun #IKNKotaModern https://t.co/nAnGbBZK4W,Negatif,bicara ikn sema uinsi samarinda harap kritis mahasiswa bangun iknkotamodern
@BosPurwa Nah kumpulin aja tuh semua ya yg dikorup2 buat ngebangun ikn,Negatif,kumpulin korup ngebangun ikn
@GamesRha @nuvillaera @fallingmonstar @ARSIPAJA Baru sekarang dinaikin karena ada target ikn sama mukbang gratis yang harus segera realisasi. Coba lo kasih asumsi kenapa harus sekarang semua kenaikan nya selain asumsi gw diatas?,Negatif,dinaikin target ikn mukbang gratis realisasi coba kasih asumsi nya asumsi
@GamesRha @nuvillaera @fallingmonstar @ARSIPAJA Lu terlalu naif. Yang pasti sekarang prabowo udah menang. Kenaikan2 segala sesuatu nya saat ini sangat erat kaitannya sama ikn dan mukbang gratis. Pasca covid ekonomi membaik kalau negara emang butuh bisa di,Negatif,naif prabowo menang nya erat kait ikn mukbang gratis pasca covid ekonomi negara butuh
@bagusmramadhan Terlihat sekarang ternyata menteri @KemenPU adalah boneka Tolol. Ketua gak bisa mempertanghung jawabkan apa yang di pimpinnya. Kocak doang lu Bas kagak ada isinya. Yakin gue pembangunan tol dan IKN bukan andil dia tapi tim dia. Menterinya,Negatif,lihat nyata menteri boneka tolol ketua mempertanghung pimpin kocak bas kagak isi bangun tol ikn andil tim menteri
buat IKN lah,Negatif,ikn
Untuk IKN mas/mba.,Negatif,ikn mas mba
@tempodotco Di tabung di IKN ya mbah? Klo jadi uang balik gagal ya ilang,Negatif,tabung ikn mbah uang gagal ilang
@Puthutea Bagi pemerintah konoha ditempat saya. Itu fungsinya sama dengan paylater cuma yg pinjam ini pemerintah ke rakyatnya. Makin banyak di potong makin banyak terkumpul. Lumayan kan buat modal di pasar saham. Biar lanjut lagi IKN nya,Negatif,perintah konoha fungsi paylater pinjam perintah rakyat potong kumpul lumayan modal pasar saham biar ikn nya
tl gua isinya kalo ga tapera kaesang ikn biduan yasin limpo yg gaji nya 10 jt sebulan tapi gakerja anjjjj gua udh muak bangett emang negri ini kacaw balaw YANG gua pengen cuma punya waktu nonton haikyuu di bioskop trs hp di dnd pulang nya makan indomie dobel di pengalengan‍‍,Negatif,isi tapera kaesang ikn biduan yasin limpo gaji nya gakerja anjjjj muak bangett negri kacaw balaw ken nonton haikyuu bioskop dnd pulang nya makan indomie dobel kaleng
Rute Taksi Terbang IKN di Kaltim Bisa ke Balikpapan Hingga Palu Diuji Coba di Samarinda - Tribun Kaltim https://t.co/0loLTiQ480,Positif,rute taksi terbang ikn kaltim balikpapan palu uji coba samarinda tribun kaltim
@tempodotco Bagi pemerintah konoha ditempat saya. Itu fungsinya sama dengan paylater cuma yg pinjam ini pemerintah ke rakyatnya. Makin banyak di potong makin banyak terkumpul. Lumayan kan buat modal di pasar saham. Biar lanjut lagi IKN nya,Negatif,perintah konoha fungsi paylater pinjam perintah rakyat potong kumpul lumayan modal pasar saham biar ikn nya
@Unsoedfess1963 @apatis_indo coba cek anggaran buat pertahanan eta ada berapa rapat-rapat dpr deh atau ngga kalau ngomongin pajak buat ikn? hehehehe,Negatif,coba cek anggar tahan eta rapat rapat dpr deh ngomongin pajak ikn hehehehe
Pejabat pejabat kotor tapi dengan baju bersih tangan bersih dan wangi apalagi bacotnya melibihi tuhan tolonglah lu ketemu biden ngapain aja? Sodara kita jadi mainan barat lu diem ajah mentingin ekonomi tapi bobrok.. tapera lu buat aja buat dana talang IKN,Negatif,jabat jabat kotor baju bersih tangan bersih wangi bacot melibihi tuhan ketemu biden ngapain sodara main barat diem mentingin ekonomi bobrok tapera dana talang ikn
@kikysaputrii Nalar dipake dikit napa ki!! ibarat lu mau nyebrang sungai tp ada buayanya lu msh mw nyebrang? joko brani bikin aturan krn dh yakin bakal dilanjutkan.. demi IKN makan siang gratis dn byrin hutang..,Negatif,nalar pakai dikit napa nyebrang sungai buaya nyebrang joko brani bikin atur ikn makan siang gratis byrin hutang
@siregar_elang Kenapa diwajibkan krn untuk ngejar pembangunan ikn keburu gak di teruain lg. Siaanya di korupsi,Negatif,wajib ngejar bangun ikn keburu teruain siaanya korupsi
@badalwi Platform ini adalah bukti nyata komitmen IKN Nusantara terhadap lingkungan,Positif,platform bukti nyata komitmen ikn nusantara hadap lingkung
Jangan percaya itu tipu daya saja agar rakyat mau ikut Tapera. Padahal untuk kebutuhan pembangunan IKN.,Negatif,percaya tipu daya rakyat tapera butuh bangun ikn
Bakal Ada Seremoni dan Zikir Bersama pada Prosesi Perpindahan Ibu Kota dari Jakarta ke IKN https://t.co/QAHc7OsxXV,Positif,seremoni zikir prosesi pindah kota jakarta ikn
Ahmad Doli Kurnia Kagumi Desain Pusat Pemerintahan Provinsi Papua Tengah: Bisa Saingi IKN https://t.co/LaXjtiuVxz #golkarindonesia #airlanggahartarto #partaigolkar #golkaronsosmed #golkarpedia #kuningkeren #ahmaddolikurnia https://t.co/CpsBYW3OMX,Positif,ahmad dol kurnia kagum desain pusat perintah provinsi papua saing ikn golkarindonesia airlanggahartarto partaigolkar golkaronsosmed golkarpedia kuningkeren ahmaddolikurnia
@LayarPixel kalo jalur laut bang kira2 berapa jam ke ikn bang dari sulawesi?,Positif,jalur laut bang jam ikn bang sulawesi
@AndiePeci Dibujuki Sengkuni koq yo podo manut..gk melok ngerasakno keringet netes laah sik enake maen potong2an..gk melok ngerasakno urip nang IKN koq diperes bayar utang..ancene nek sengkuni yo tetep ae sengkuni..,Negatif,bujuk sengkuni koq podo manut lok ngerasakno keringet netes laah sik enake maen potong lok ngerasakno urip nang ikn koq peres bayar utang ancene nek sengkuni sengkuni
insyaalloh cucunya kepala otorita IKN di umumkan setelah upacara 17 agustus. dg merubah aturan syarat nya boleh anak² asal kakek nya pernah atau sedang menjabat presiden.,Negatif,insyaalloh cucu kepala otorita ikn upacara agustus rubah atur syarat nya anak kakek nya jabat presiden
aku MENYIMPAN KEBENCIAN TIDAK HANYA pada rezim jokowi dan dinastinya sj melainkan jg PARA INFLUENCER yg NGENDORSE IKN = IBUKOTA RAMAH LINGKUNGAN kena GIMMICK ajg ngentot lu pd tau pa kaga itu daerah di bwh ikn yg lagi dibangun skg pas kemarau susah aer pas ujan banjir bangsat,Negatif,simpan benci rezim jokowi dinasti influencer ngendorse ikn ibukota ramah lingkung kena gimmick anjing ngentot kaga daerah bwh ikn bangun skg pas kemarau susah air pas ujan banjir bangsat
@tanyakanrl Dibawa kemana duitnya? Buat bangun IKN,Negatif,bawa duit bangun ikn
@tempodotco Kata menteri yang sibuk ngurus ikn tol dan bendungan tapi gga pernah ngurus perumahan rakyat.,Negatif,menteri sibuk ngurus ikn tol bendung gga ngurus rumah rakyat
pawangg ulerrr di rusun ikn gajinya 100 jt pertahun haha,Negatif,pawangg ulerrr rusun ikn gaji haha
#Kom7 Dirut PLN: Kami juga siap mengisi IKN dengan listrik hijau dari PLTS sebesar 50 megawatt dan ini sebagai bagian dari transisi energi dengan konsep pembangunan infrastruktur kelistrikan di IKN yaitu Smart Green and Beautiful.,Positif,kom dirut pln isi ikn listrik hijau plts megawatt transisi energi konsep bangun infrastruktur listrik ikn smart green and beautiful
@tanyakanrl Ini mah akal an bwt modal bangun ikn wkwkwk kan investor pd cabut,Negatif,mah akal bwt modal bangun ikn wkwkwk investor cabut
Sudah punya rumah klo pun mau beli lagi ga kan nunggu pensiun/pesangon juga. Untuk Jaminan Hari Tua? kan sudah ada potongannya makin bingung sendiri nyari alasan dah bilang aja negara lagi BOKEK dana buat IKN ga mencukupi negara perlu EASY MONEY. https://t.co/sHD50YiBCm,Negatif,rumah beli nunggu pensiun sangon jamin tua potong bingung nyari alas bilang negara bokek dana ikn negara easy money
@saashanum Huhuhu takut bgt ke ikn,Negatif,huhuhu takut ikn
@fullmoonfolks Buat bangun IKN lah bangg. Negara kan gaada duit. Nih ya perbulan aja deh. Tarolah iuran 100k/org x 50 juta pekerja = 5 Triliyun/Bulan Bisa lebih gedee itu Hahahaha menggiurkan bukan jumlah demografi indonesia ini? Disuruh patungan kitaa tu,Negatif,bangun ikn bangg negara duit deh tarolah iur orang juta kerja triliyun gedee hahahaha giur demografi indonesia suruh patungan kitaa
@kompascom Ini loh sumber nya usul tapera kapitalis ..pejabat R1 Dibandingin Eropa jauh dri kata bijak dan Jujurnya munafik semuanya mereka ambil bunganya buat ntah nalangin apa(ikn utang dll) contoh BPJS pelayanan dipersulit segalanya nanti ini juga dipe,Negatif,sumber nya usul tapera kapitalis jabat dibandingin eropa bijak jujur munafik ambil bunga ntah nalangin ikn utang contoh bpjs layan sulit dipe
@kumparan Ngapain juga kaesang ikut rebutan dki knpa gak jdi pnguasa ikn sj ssah2 bngun tpi dkasih orang lain suruh ngurus. Maunya dtmpt yg sdh nyaman. Gibran jd pmegang otorita jabodetabek kaesang jd pnguasa dki,Negatif,ngapain kaesang rebut dki knpa jdi pnguasa ikn ssah bngun tpi dkasih orang suruh ngurus dtmpt nyaman gibran pmegang otorita jabodetabek kaesang pnguasa dki
@PuangMaharaja @CNNIndonesia Pemerintah lebih tertarik bikin IKN dan taksi terbang kayaknya daripada yang ini,Negatif,perintah tarik bikin ikn taksi terbang kayak
@sofiesyarief Sofie pasti nolak ikn.,Negatif,sofie nolak ikn
@meraaahputiiih lola pemerintahan IKN dipastikan tidak akan keluar dari konstitusi #PindahIbuKota,Negatif,lola perintah ikn konstitusi pindahibukota
Saya udah punya rumah pak gausah usik uang rakyat pindah IKN pake gaji sendiri jangan motong gaji rakyat.,Negatif,rumah gausah usik uang rakyat pindah ikn pake gaji motong gaji rakyat
@SoulofCoups96 bagi aku mah bangun IKN aja udah lucu,Negatif,mah bangun ikn lucu
Prosesi Perpindahan Ibu Kota dari Jakarta ke IKN pada Agustus 2024 https://t.co/2iRQp0eD8U,Positif,prosesi pindah kota jakarta ikn agustus
@meraaahputiiih mbangunan IKN dilancarkan dipermudah sampai selesai nanti menjadi peradaban baru masa depan baru bagi I,Positif,mbangunan ikn lancar mudah selesai adab
@StefanAntonio__ Prabowo keras semoga dia sadar kalo IKN itu cuma delusi Jokowi,Negatif,prabowo keras moga sadar ikn delusi jokowi
@DS_yantie Kenapa nggak minta tanah di IKN yng katanya fasilitas nya serba unggul?? Dan bisa beternak bertani sesuka hati sambil ngawasin pembangunan IKN????,Negatif,tanah ikn yng fasilitas nya serba unggul ternak tan suka hati ngawasin bangun ikn
@Gunawan75_ Ko bikin ikn bisa....bikin istansla Anggaran makan gratis ada Buat melindungi rakyat ga ada Makin ngaco aja,Negatif,bikin ikn bikin istansla anggar makan gratis lindung rakyat ngaco
@__LOVE_AG4EVER @Minietweets_ @jokowi Nasihat bijak dari politisi Demokrat (masihkah?) Dino Patti Djalal ttg membangun IKN. Beliau mantan Dubes RI di New York mantan Wamen Menlu mantan Jubir Presiden SBY. https://t.co/nK9apTk7ML,Negatif,nasihat bijak politis demokrat dino patti djalal bangun ikn beliau mantan dubes new york mantan wamen menlu mantan jubir presiden sby
@DS_yantie Kok nggak di IKN aja ya ?,Negatif,ikn
Menteri BUMN Apresiasi Gerak Cepat PLN Hadirkan Energi Bersih di IKN https://t.co/qQUJVdRlqa,Positif,menteri bumn apresiasi gerak cepat pln hadir energi bersih ikn
Harusnya buatin di IKN .. cari paling atas biar tiap hari bisa liat hiruk pikuk ramainya kita baru buatannya saat pansion,Negatif,buatin ikn cari biar liat hiruk pikuk ramai pansion
@5teV3n_Pe9eL Steve setelah kita bahas kmren kagak ada duit bangun ikn sekarang ikn belum jadi apa apa malah bangun infrastruktur Kagak penting atau bukan pendukung . Gw nggak tau siapa konsultan nya ini.. Ada juga beresin dulu iknnya baru buat bandara la,Negatif,steve bahas kmren kagak duit bangun ikn ikn bangun infrastruktur kagak dukung konsultan nya resin iknnya bandara
@kompascom Kenapa gak bangun rumah di IKN saja @jokowi ???,Negatif,bangun rumah ikn
IKN HARI INI‼️Tampilan Punggung Kantor Presiden Sudah Selesai Pemasangan... https://t.co/mQTKhBsqHp lewat @YouTube,Positif,ikn tampil punggung kantor presiden selesai pasang
IKN Kaltim sudah Habiskan Dana APBN sebesar Rp 72 3 Triliun Alasan Investor Asing Belum Mau Masuk https://t.co/onM6zAHbci lewat @tribunkaltim,Negatif,ikn kaltim habis dana apbn triliun alas investor asing masuk
@dki86058 @StefanAntonio__ Tetap IKN di Kalimantan... Tapi .... Ngantornya di Jakarte..,Negatif,ikn kalimantan ngantornya jakarte
@tempodotco Gorong2 IKN progresnya udah berapa % pak ?,Negatif,gorong ikn progres
@tvOneNews Knapa ngebet banget dg Jakarta..... Kok gak Provinsi dekat dekat IKN ?,Negatif,knapa ngebet jakarta provinsi ikn
Dukung pembangunan IKN,Positif,dukung bangun ikn
@ekky1995 Ikn kereta cepat dinasti politik dan seterusnya,Negatif,ikn kereta cepat dinasti politik
Jokowi jadi pindah ke IKN https://t.co/OxtRULNXcm via @YouTube,Positif,jokowi pindah ikn via
@Tatarori80 Dukung pembangunan IKN,Positif,dukung bangun ikn
IKN Nusantara,Positif,ikn nusantara
@khinisiae Sebentar lagi di lapangan IKN kejadian hal itu insya Allah.,Positif,sebentar lapang ikn insya allah
@tempodotco Ayo ASN ber-lomba2 pindah ke IKN khususnya ASN yg msh demam dgn Esemka dpt promosi jabatan loh .. Yg gak mau rugi lah kpn lg bs berdampingan dgn pujaan kalian ..,Positif,ayo asn ber lomba pindah ikn khusus asn demam esemka promosi jabat rugi damping puja
@ipul_ipulll @BudiBukanIntel Masa selevel pejabat disuruh panas²an upacara di IKN yg vibesnya kayak Cisauk versi lebih panas membara itu wkwk,Negatif,level jabat suruh panas upacara ikn vibesnya cisauk versi panas bara wkwk
@CNNIndonesia Lah...... Ini kan masih banyak yg bisa dipake alasan buat ngeles. Bohong pake APBN buat IKN aja nyantai. Bohong pake APBN buat kereta cepat malah bangga mau bikin lagi. Bohong mobil SMK biasa saja. Bohong........ SEGO JANGAN,Negatif,pakai alas ngeles bohong pake apbn ikn nyantai bohong pake apbn kereta cepat bangga bikin bohong mobil smk bohong sego
@akbarfaizal68 Jgn salahkan kalau rakyat merasa pemerintah terkesan hanya mementingkan ke ikn saja yg lain seperti terkorbankan,Negatif,salah rakyat perintah kes ikn korban
Apapun yang penting di IKN.,Positif,ikn
@DS_yantie Knp tdk di ikn?,Negatif,ikn
Satpam teebang=Satpam IKN,Negatif,satpam teebang satpam ikn
Selain dapat Promosi Ini Fasilitas Tambahan Bagi ASN yang Mau Pindah Ke IKN https://t.co/RfIxldttzb #TempoNasional,Positif,promosi fasilitas asn pindah ikn temponasional
Presiden Joko Widodo atau Jokowi akan berkantor di Ibu Kota Nusantara (IKN) Kalimantan Timur pada Juli 2024. https://t.co/wfmqcyT7Ev,Positif,presiden joko widodo jokowi kantor kota nusantara ikn kalimantan timur juli
